,title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
3914,Cain and Abel,TV Show,2019-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,359.94761875697543,7.9
3915,Cake,Movie,2019-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.6645480069247,7.6
3916,Calendar Girls,Movie,2017-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,4.2
3917,Camera Store,Movie,2017-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.7
3918,Camp Cool Kids,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.26952471051897,4.7
3919,Camp X,TV Show,2019-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,7.7
3920,Camp X-Ray,Movie,2017-01-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.9
3921,Candyman,Movie,2019-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,6.7
3922,Cannabis,TV Show,2016-12-15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.4
3923,Capital in the Twenty-First Century,Movie,2020-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.9109540666853,7.3
3924,Cappuccino,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9695260184152,3.7
3925,Cardboard Gangsters,Movie,2018-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.3268432617188,6.4
3926,Caregiver,Movie,2019-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,6.3
3927,Carol,Movie,2020-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,517.6018163507634,7.3
3928,Carrie,Movie,2019-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.073503112793,7.4
3929,Casa de mi Padre,Movie,2012-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.398299398876372,5.5
3930,Case Closed,TV Show,2019-01-04,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.4023829868861,8.6
3931,Casino Royale,Movie,2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.3857131231399,8.0
3932,Cat on a Hot Tin Roof,Movie,2019-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.9
3933,Catching the Sun,Movie,2016-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.05428568522136,6.6
3934,Cats & Dogs: The Revenge of Kitty Galore,Movie,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,4.4
3935,Cave,Movie,2017-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157.2959088412198,4.2
3936,Celluloid Man,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,7.7
3937,Center Stage,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,6.7
3938,Chal Dhar Pakad,Movie,2018-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,4.6
3939,Chal Mere Bhai,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,4.7
3940,Chandani: The Daughter of the Elephant Whisperer,Movie,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,6.9
3941,Change in the Air,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.7
3942,Chappaquiddick,Movie,2018-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.02521813434106,6.4
3943,Charlie and the Chocolate Factory,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,6.7
3944,Charlie's Angels: Full Throttle,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,4.9
3945,Chasing Amy,Movie,2020-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,7.2
3946,Chasing Monsters,TV Show,2017-12-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,187.86750030517575,7.4
3947,Cheapest Weddings,TV Show,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187.86750030517575,6.0
3948,Cheers,TV Show,2017-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,8.0
3949,Chernobyl Diaries,Movie,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,345.41000100840694,5.0
3950,Chewin' the Fat,TV Show,2016-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.38333311535064,8.1
3951,Chewing Gum,TV Show,2017-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145.61473645662008,7.3
3952,Chicken Kokkachi,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9695260184152,3.8
3953,Chicken Little,Movie,2016-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0163643576882,5.7
3954,Chief Daddy,Movie,2019-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,4.6
3955,Child's Play,Movie,2019-12-31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,6.7
3956,Chingo Bling: They Can't Deport Us All,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.9
3957,Chittagong,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231.26952471051897,7.3
3958,Chitty Chitty Bang Bang,Movie,2020-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,6.9
3959,Chloe,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,338.03999982561385,6.3
3960,Christian Mingle,Movie,2019-06-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,357.073503112793,4.2
3961,Christmas in the Smokies,Movie,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,5.8
3962,Christmas with the Kranks,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.4023829868861,5.5
3963,Christopher Robin,Movie,2019-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,7.2
3964,Chronicle of an Escape,Movie,2018-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,384.5571434384301,7.1
3965,Chupan Chupai,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.4023829868861,5.5
3966,Chupke Chupke,Movie,2019-12-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,8.3
3967,Cirque du Freak: The Vampire's Assistant,Movie,2018-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.1295238676525,5.8
3968,City in the Sky,TV Show,2017-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,194.22909129749644,7.9
3969,City of Tiny Lights,Movie,2017-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,168.71699905395508,5.6
3970,Civilizations,TV Show,2018-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.02521813434106,7.8
3971,Clarence Clemons: Who Do I Think I Am?,Movie,2019-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,297.66600189208987,6.1
3972,Clash of the Titans,Movie,2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1509052623402,5.8
3973,Class of '61,Movie,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.1295238676525,5.5
3974,Class Rank,Movie,2018-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.3268432617188,6.5
3975,Classic Legends,TV Show,2017-05-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,9.2
3976,Cleopatra Jones,Movie,2019-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,5.9
3977,Click,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,6.4
3978,Clive Davis: The Soundtrack of Our Lives,Movie,2019-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,282.4910026550293,7.5
3979,Closed Circuit,Movie,2017-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194.22909129749644,6.2
3980,Clouds of Sils Maria,Movie,2017-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,6.7
3981,Cloverfield,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,7.0
3982,Coach Carter,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,338.03999982561385,7.3
3983,Code Name: The Cleaner,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,4.6
3984,Coffee with D,Movie,2017-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195.6009521484375,4.4
3985,Cold Case Files,TV Show,2019-09-15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,8.0
3986,Colkatay Columbus,Movie,2017-03-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143.15869472337806,3.9
3987,Colonia,Movie,2018-07-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380.9695260184152,7.0
3988,Colours of Passion,Movie,2018-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.779541015625,7.0
3989,Come and Find Me,Movie,2019-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,282.4910026550293,5.7
3990,Comedy Bang! Bang!,TV Show,2016-12-28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.6
3991,Command and Control,Movie,2017-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,7.3
3992,Company,Movie,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,8.0
3993,Compulsion,Movie,2018-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,340.02521813434106,3.8
3994,Conan Without Borders,TV Show,2018-12-31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,9.2
3995,Concussion,Movie,2018-08-02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,345.41000100840694,5.6
3996,Conjuring Spirit,Movie,2018-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,345.41000100840694,5.3
3997,Conor McGregor: Notorious,Movie,2018-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,312.71285865420384,7.1
3998,Contract,Movie,2019-03-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359.94761875697543,4.0
3999,Cool Hand Luke,Movie,2021-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.531050832648,8.1
4000,Coraline,Movie,2017-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.7
4001,Counterfeiting in Suburbia,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,380.9695260184152,4.8
4002,Crash,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,276.8404315450917,7.7
4003,"Crouching Tiger, Hidden Dragon",Movie,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,7.9
4004,Cult of Chucky,Movie,2017-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,5.3
4005,Dad,Movie,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.1295238676525,6.3
4006,Dad's Army,TV Show,2018-03-31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,8.1
4007,Daddy Day Care,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.4023829868861,5.6
4008,Daddy Issues,Movie,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,282.4910026550293,4.4
4009,Daemonium,Movie,2016-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049292,7.1
4010,Daffedar,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9695260184152,5.6
4011,Dallas Buyers Club,Movie,2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,231.26952471051897,7.9
4012,Dance Academy,TV Show,2017-12-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,187.86750030517575,8.0
4013,Dancing Quietly,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.2
4014,Dangerous Roads,TV Show,2019-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.6
4015,Danny Says,Movie,2017-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,143.15869472337806,6.7
4016,Dante's Peak,Movie,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,6.0
4017,Dark Crimes,Movie,2019-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276.8404315450917,4.6
4018,Dark Places,Movie,2018-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,380.9695260184152,6.2
4019,Darr Sabko Lagta Hai,TV Show,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,5.8
4020,Darra,Movie,2017-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,5.3
4021,Daughters of the Dust,Movie,2017-06-10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.7
4022,Day and Night,TV Show,2018-03-23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,7.2
4023,Dayveon,Movie,2018-01-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231.26952471051897,6.2
4024,Deadline: Sirf 24 Ghante,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,314.3580961681548,6.3
4025,Deadly Scholars,Movie,2019-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,354.6563158537212,4.3
4026,Dean,Movie,2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.3
4027,Dear Dad,Movie,2019-03-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359.94761875697543,6.2
4028,Dear Dracula,Movie,2016-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.93000068664551,5.3
4029,Dear Santa,Movie,2019-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,6.4
4030,Death at a Funeral,Movie,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.3857131231399,5.7
4031,Deathgrip,Movie,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,312.71285865420384,6.4
4032,Deep Water,TV Show,2017-07-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,7.8
4033,Deewangee,Movie,2020-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,338.03999982561385,6.5
4034,Delirium,Movie,2018-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,363.3268432617188,5.7
4035,Democrats,Movie,2016-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.05428568522136,7.4
4036,Den of Thieves,Movie,2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.8804992675781,7.0
4037,Desolate,Movie,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372.12736591539885,5.1
4038,Desolation,Movie,2018-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,329.779541015625,4.5
4039,Detention Letter,Movie,2019-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1509052623402,4.6
4040,Detour,Movie,2017-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158.25545501708984,6.2
4041,Deviant Love,Movie,2019-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,282.4910026550293,3.5
4042,Devil's Bride,Movie,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.0
4043,Devil's Gate,Movie,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,498.0068151300604,5.1
4044,Devlok with Devdutt Pattanaik,TV Show,2018-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.02521813434106,7.9
4045,Dexter,TV Show,2018-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,231.26952471051897,8.6
4046,Dhamaal,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,7.5
4047,Diana: In Her Own Words,Movie,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,7.8
4048,Die Another Day,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.3580961681548,6.1
4049,Dil Hai Tumhaara,Movie,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,309.1295238676525,5.5
4050,Dinner for Schmucks,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,5.9
4051,Discovering Bigfoot,Movie,2017-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,3.9
4052,Dismissed,Movie,2018-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,270.8731577019942,5.7
4053,District 9,Movie,2019-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.9
4054,Doctor Zhivago,Movie,2019-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.9
4055,Dog Eat Dog,Movie,2016-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123.98142860049292,4.8
4056,Dolphin Kick,Movie,2019-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.073503112793,4.5
4057,Dolphin Tale 2,Movie,2019-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.4
4058,Domino,Movie,2019-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,282.4910026550293,4.5
4059,Don Verdean,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.4
4060,Don't Be Afraid of the Dark,Movie,2019-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,5.5
4061,Don't Crack Under Pressure,Movie,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.707275390625,6.5
4062,Don't Crack Under Pressure II,Movie,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.707275390625,6.8
4063,Don't Crack Under Pressure III,Movie,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.707275390625,7.0
4064,Don't Knock Twice,Movie,2019-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,5.1
4065,Don't Look Down,Movie,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,7.1
4066,Don't Think Twice,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.7
4067,Donnie Brasco,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,338.03999982561385,7.7
4068,Doom,Movie,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.9179977416992,5.2
4069,Doubt,Movie,2019-03-07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,7.5
4070,Dragonheart: A New Beginning,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,4.5
4071,Dragonheart: Battle for the Heartfire,Movie,2017-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,5.3
4072,Dream Big: Engineering Our World,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9695260184152,6.4
4073,Dream Boat,Movie,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187.86750030517575,5.4
4074,Dries,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.26952471051897,6.8
4075,"Drugs, Inc.",TV Show,2019-03-23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,7.8
4076,Dukhtar,Movie,2016-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97.39190492175874,6.9
4077,Dum,Movie,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,5.7
4078,Dumb and Dumberer: When Harry Met Lloyd,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,3.4
4079,Earth to Echo,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,5.7
4080,Earth to Luna!,TV Show,2020-04-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.7
4081,Earth's Natural Wonders,TV Show,2017-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143.15869472337806,7.6
4082,East Side Sushi,Movie,2020-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.9109540666853,7.1
4083,Easy A,Movie,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.9179977416992,7.0
4084,Eat Pray Love,Movie,2019-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,5.8
