title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
Kia and Cosmos,Movie,2019-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359.6645480069247,5.9
Kickboxer: Retaliation,Movie,2018-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.12952386765255,5.0
Kickboxer: Vengeance,Movie,2016-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049293,4.9
Kicking and Screaming,Movie,2019-11-04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,297.66600189208987,6.7
Kid Kulafu,Movie,2019-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,359.94761875697543,6.7
Kidnapping Mr. Heineken,Movie,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569335,6.1
Kill Bill: Vol. 1,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,8.2
Kill Bill: Vol. 2,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,8.0
Kill Command,Movie,2017-02-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142.52526293302836,5.7
Kill Hitler! The Luck of the Devil,Movie,2019-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.6645480069247,6.5
Kill Ratio,Movie,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,4.0
Kill the Irishman,Movie,2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,496.3857131231399,7.0
Killer Klowns from Outer Space,Movie,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.2
Killers,Movie,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.531050832648,5.4
Kilo Two Bravo,Movie,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,359.94761875697543,7.1
King Jack,Movie,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.78250007629394,6.9
King's Ransom,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,4.4
Kings,Movie,2018-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.02521813434106,5.1
Kiss the Girls,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,338.03999982561385,6.6
Knights of Sidonia,TV Show,2019-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.35809616815476,7.7
Knock Knock,Movie,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,486.9179977416992,4.9
Knowing,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276.8404315450917,6.2
Koshish,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.35809616815476,8.4
Krish Trish and Baltiboy: Face Your Fears,Movie,2017-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.4
Krisha,Movie,2018-11-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.0
Krishna Balram,TV Show,2019-07-08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.4340931285511,9.6
Krystal,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.5
Kuldip Patwal: I Didn't Do It!,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,314.35809616815476,6.4
Kung Fu Hustle,Movie,2020-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.7
Kung Fu Yoga,Movie,2017-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,5.2
Kurt & Courtney,Movie,2019-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,323.40238298688615,6.1
Kurt Seyit & Sura,TV Show,2016-12-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,123.98142860049293,7.2
Kya Kehna,Movie,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.12952386765255,5.8
Kygo: Live at the Hollywood Bowl,Movie,2018-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,312.71285865420384,6.8
La Bamba,Movie,2020-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,338.03999982561385,6.9
La Piloto,TV Show,2018-04-02,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.12952386765255,5.7
Laal Rang,Movie,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,312.71285865420384,7.8
Lady Bloodfight,Movie,2017-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.6
Lady in the Water,Movie,2019-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,351.4340931285511,5.5
Lalbaug Parel: Zali Mumbai Sonyachi,Movie,2018-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,7.3
Land Girls,TV Show,2017-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,7.0
Larceny,Movie,2017-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569335,3.5
Last,TV Show,2017-05-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,8.5
Last Ferry,Movie,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,349.6186343106356,5.0
Last Knights,Movie,2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1509052623402,6.2
Last Night,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.5
Le serment des Hitler,Movie,2019-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.6645480069247,6.1
Leap Year,Movie,2019-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,6.4
Learning Time with Timmy,TV Show,2020-05-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.8804992675781,8.2
Lechmi,Movie,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,4.9
Left Behind,Movie,2018-12-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,3.1
Legend of the Guardians: The Owls of Ga'Hoole,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,6.9
Legendary Weapons of China,Movie,2018-08-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,6.8
Legion,Movie,2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,5.3
Lego Friends,TV Show,2019-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,5.2
Leo the Lion,Movie,2015-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.90181836214933,1.5
Let There Be Light,Movie,2017-03-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.4
Lez Bomb,Movie,2019-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,354.6563158537212,5.2
Life After Beth,Movie,2018-07-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380.9695260184152,5.7
Life in the Doghouse,Movie,2019-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,357.073503112793,8.4
Life on Location,TV Show,2015-04-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71.97183590843564,7.4
Life Story,TV Show,2016-06-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.7772726579146,9.0
Lifechanger,Movie,2019-05-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,359.6645480069247,5.4
Lifeline,Movie,2018-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,6.6
Like Arrows,Movie,2019-05-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,359.6645480069247,6.5
Like Water for Chocolate,Movie,2019-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.1
Lila & Eve,Movie,2016-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.93000068664551,5.9
Lincoln,Movie,2018-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.8731577019942,7.3
Little Lunch,TV Show,2018-02-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.8731577019942,8.5
Little Men,Movie,2017-01-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.7
Little Sister,Movie,2017-01-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.3
Liv and Maddie,TV Show,2017-04-23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.61473645662008,6.4
Lizzie Borden Took an Ax,Movie,2016-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.78250007629394,5.8
Lo and Behold: Reveries of the Connected World,Movie,2016-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.98142860049293,7.0
Lo que la vida me robó,TV Show,2017-12-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187.86750030517578,8.0
"Lock, Stock and Two Smoking Barrels",Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,8.1
Locke,Movie,2018-07-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380.9695260184152,7.1
Logan's Run,Movie,2019-11-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,6.8
Lolita,Movie,2019-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.5
London Spy,TV Show,2017-03-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.15869472337806,7.4
Look Who's Back,Movie,2016-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.05428568522136,7.0
Los Niños Héroes de Chapultepec,Movie,2017-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517578,7.4
Losing Sight of Shore,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158.25545501708984,7.4
Lost Girl,TV Show,2016-04-17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,101.05428568522136,7.6
Love Cuisine,TV Show,2016-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95.37000042459239,7.7
Love Dot Com: The Social Experiment,Movie,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.4
Love Ni Bhavai,Movie,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.779541015625,8.2
Love Rain,TV Show,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329.779541015625,7.6
Love Shot,Movie,2019-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,351.4340931285511,5.1
Love Station,Movie,2019-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.6557152157738,5.5
Love You... Love You Not,Movie,2019-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.7
Love Your Garden,TV Show,2019-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,351.4340931285511,8.0
"Love, Rosie",Movie,2019-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.66600189208987,7.1
LoveTrue,Movie,2017-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.25545501708984,6.6
Loving Annabelle,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,380.9695260184152,6.3
Loving You,Movie,2018-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,6.4
Lucha: Playing the Impossible,Movie,2018-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,380.9695260184152,7.0
Lucky Days,TV Show,2016-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97.39190492175874,7.8
Lupt,Movie,2019-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,365.6557152157738,4.6
Ma Chu Ka,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,380.9695260184152,5.0
Maacher Jhol,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.26952471051897,7.0
Mac & Devin Go to High School,Movie,2016-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.05428568522136,4.4
Mad Max,Movie,2020-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.3857131231399,6.8
Mad Men,TV Show,2015-03-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.793181679465555,8.7
Mad Ron's Prevues from Hell,Movie,2010-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.125714256649925,6.1
Mad World,Movie,2018-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.32684326171875,7.2
Madaari,Movie,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142.52526293302836,7.6
Maddman: The Steve Madden Story,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.26952471051897,6.6
Magnetic,Movie,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.707275390625,6.5
Magnus,Movie,2017-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.52526293302836,7.1
Maharakshak Devi,TV Show,2017-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145.61473645662008,6.9
Maine Pyaar Kyun Kiya,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314.35809616815476,5.6
Maine Pyar Kiya,Movie,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,231.26952471051897,7.3
Mala Kahich Problem Nahi,Movie,2018-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.0
Malicious,Movie,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,5.0
Man of Tai Chi,Movie,2018-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9695260184152,6.0
Man Up,Movie,2018-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.32684326171875,6.8
Mandi,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,338.03999982561385,7.5
Mandobasar Galpo,Movie,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.12952386765255,6.0
Manglehorn,Movie,2017-04-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.61473645662008,5.5
Mango Dreams,Movie,2018-03-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,312.71285865420384,7.4
Manhattan Romance,Movie,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181.56050033569335,5.6
Manolo: The Boy Who Made Shoes for Lizards,Movie,2018-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.26952471051897,6.4
Mansfield Park,Movie,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03999982561385,7.0
Mantra,Movie,2017-12-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187.86750030517578,5.3
Mara,Movie,2019-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,323.40238298688615,5.1
Marauders,Movie,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.0140935724431,5.5
Marching Orders,TV Show,2018-08-03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,6.4
Mark Gatiss: A Study in Sherlock,Movie,2016-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.70571536109561,6.9
Maroon,Movie,2017-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142.52526293302836,5.1
Married at First Sight,TV Show,2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,402.6885710216704,6.4
Martial Arts of Shaolin,Movie,2018-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,6.4
Martin Lawrence Live: Runteldat,Movie,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.35809616815476,5.4
Martyrs of Marriage,Movie,2018-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,8.4
Mary and the Witch's Flower,Movie,2018-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9695260184152,6.8
Mary Poppins Returns,Movie,2019-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,351.4340931285511,6.7
Mary Portas: Secret Shopper,TV Show,2019-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,351.4340931285511,6.8
Masoom,Movie,2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,314.35809616815476,8.4
Master,Movie,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.8731577019942,6.6
Mater,Movie,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,345.41000100840694,4.7
Max Rose,Movie,2017-01-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.93000030517578,6.2
Mean Dreams,Movie,2019-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,351.4340931285511,6.3
Mean Streets,Movie,2019-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,351.4340931285511,7.2
Meditation Park,Movie,2018-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.71285865420384,7.1
Medium,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276.8404315450917,6.4
MegaTruckers,TV Show,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,351.4340931285511,7.2
Melle,Movie,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.41000100840694,6.1
Melvin Goes to Dinner,Movie,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380.9695260184152,6.7
Men in Black,Movie,2019-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,7.3
Men in Black II,Movie,2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.8404315450917,6.2
Menorca,Movie,2017-08-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172.36434737495753,4.4
Merantau,Movie,2019-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.7
Merlí,TV Show,2016-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,123.98142860049293,8.6
Merry Men: The Real Yoruba Demons,Movie,2019-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,5.1
Mexico Diseña,TV Show,2017-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142.52526293302836,5.8
MI-5,Movie,2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1509052623402,6.2
Middle School: The Worst Years of My Life,Movie,2019-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.94761875697543,6.1
Midnight Special,Movie,2020-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.9109540666853,6.6
Milk,Movie,2017-02-16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,142.52526293302836,7.5
Minute to Win It,TV Show,2018-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,266.3094739412007,5.1
Miracle,Movie,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,384.55714343843005,7.4
Mirror Mirror,Movie,2020-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.6
Miss Julie,Movie,2015-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.81523822602772,5.5
Miss Me This Christmas,Movie,2017-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517578,4.4
Miss Representation,Movie,2017-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,7.5
Miss Rose,TV Show,2016-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95.37000042459239,6.3
Miss Sharon Jones!,Movie,2017-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,134.93000030517578,7.3
Miss Stevens,Movie,2016-12-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123.98142860049293,6.6
Mission Control: The Unsung Heroes of Apollo,Movie,2017-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,7.5
Mission of Honor,Movie,2019-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.4340931285511,5.9
Moh Maya Money,Movie,2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158.25545501708984,5.7
Mohawk,Movie,2018-06-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,384.55714343843005,4.7
Mojave,Movie,2018-07-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,380.9695260184152,5.2
Mokalik (Mechanic),Movie,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.4910026550293,6.3
Molly's Game,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.4
Momo Salon,TV Show,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,168.71699905395508,6.6
Mona Lisa Smile,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.5
